customer_id,customer_name,loyalty_tier,state,last_order_date,total_orders,days_since_last_order,churn_status
9247,Benjamin Smith,Bronze,IL,2024-05-31,15,214.0,Churned
9935,Lorraine Peters,Gold,VA,2024-05-31,3,214.0,Churned
9993,Erin Norman,Platinum,MD,2024-05-31,9,214.0,Churned
10,Brianna Smith,Bronze,GA,2024-06-01,5,213.0,Churned
1291,Joseph Duffy,Bronze,VA,2024-06-01,8,213.0,Churned
1607,Robert Bentley,Bronze,NJ,2024-06-01,7,213.0,Churned
1608,Teresa Miller,Bronze,PA,2024-06-01,10,213.0,Churned
2029,Rebecca Lin,Gold,MI,2024-06-01,9,213.0,Churned
3069,Rodney Lowery,Silver,TN,2024-06-01,10,213.0,Churned
3490,Tara Stokes,Bronze,TX,2024-06-01,10,213.0,Churned
3722,Kimberly Smith,Silver,NJ,2024-06-01,9,213.0,Churned
4696,Laura Smith,Bronze,WI,2024-06-01,6,213.0,Churned
6219,Julie Watson,Silver,AZ,2024-06-01,10,213.0,Churned
6456,Kyle Marshall,Bronze,MD,2024-06-01,6,213.0,Churned
6716,Michael Taylor,Bronze,TX,2024-06-01,10,213.0,Churned
7143,Andrew Frank,Silver,NY,2024-06-01,6,213.0,Churned
7327,Philip Lindsey,Bronze,NJ,2024-06-01,11,213.0,Churned
8216,Margaret Chung,Bronze,MA,2024-06-01,11,213.0,Churned
8670,Christopher Henry,Silver,WA,2024-06-01,9,213.0,Churned
9421,Larry Perez,Silver,CA,2024-06-01,8,213.0,Churned
22,Thomas Santana,Silver,IL,2024-06-02,9,212.0,Churned
496,Jacqueline Flowers,Platinum,NJ,2024-06-02,3,212.0,Churned
1499,Christopher Smith,Silver,VA,2024-06-02,7,212.0,Churned
1504,Cynthia Peterson,Bronze,PA,2024-06-02,12,212.0,Churned
3871,Jacqueline Craig,Gold,WI,2024-06-02,6,212.0,Churned
4296,Andrew Combs,Bronze,MO,2024-06-02,5,212.0,Churned
7910,Jo Bell,Gold,CA,2024-06-02,9,212.0,Churned
8398,Jerry Armstrong,Silver,WA,2024-06-02,7,212.0,Churned
8612,Thomas Nicholson,Bronze,NJ,2024-06-02,6,212.0,Churned
9129,Daniel Blair,Platinum,NJ,2024-06-02,7,212.0,Churned
97,David Hendricks,Bronze,NJ,2024-06-03,7,211.0,Churned
384,William Potter,Silver,AZ,2024-06-03,5,211.0,Churned
591,James Bates,Platinum,NY,2024-06-03,7,211.0,Churned
805,Christopher Ponce,Platinum,MA,2024-06-03,10,211.0,Churned
2370,Katherine Jensen,Bronze,TN,2024-06-03,6,211.0,Churned
2485,William Collins,Bronze,IL,2024-06-03,9,211.0,Churned
3021,Erica Anderson,Bronze,NJ,2024-06-03,6,211.0,Churned
3346,Kevin Jones,Bronze,OH,2024-06-03,6,211.0,Churned
4198,Michelle Sanchez,Bronze,PA,2024-06-03,10,211.0,Churned
4842,Bradley Freeman,Gold,OH,2024-06-03,7,211.0,Churned
5012,Charles Rodriguez,Bronze,PA,2024-06-03,10,211.0,Churned
5324,Troy Nelson,Silver,GA,2024-06-03,13,211.0,Churned
6073,Heather White,Bronze,NJ,2024-06-03,4,211.0,Churned
6657,Cheryl Smith,Silver,WA,2024-06-03,6,211.0,Churned
7303,John Stokes,Bronze,MD,2024-06-03,12,211.0,Churned
7456,Kelli Chambers,Gold,IN,2024-06-03,12,211.0,Churned
9366,Lucas Nelson,Gold,WI,2024-06-03,6,211.0,Churned
1049,Thomas Garrison,Bronze,TN,2024-06-04,6,210.0,Churned
2099,Douglas Barker,Gold,IN,2024-06-04,6,210.0,Churned
2159,Adam Stewart,Silver,GA,2024-06-04,10,210.0,Churned
3008,Nicholas Barton,Platinum,MA,2024-06-04,6,210.0,Churned
3872,Dominique Clark,Bronze,NY,2024-06-04,4,210.0,Churned
4619,Michael Kelley,Gold,GA,2024-06-04,10,210.0,Churned
6319,James Montgomery,Bronze,MA,2024-06-04,11,210.0,Churned
7952,Steven Gilbert,Platinum,FL,2024-06-04,10,210.0,Churned
8550,Christopher Escobar,Gold,MI,2024-06-04,5,210.0,Churned
8893,Ivan Smith,Gold,MO,2024-06-04,6,210.0,Churned
9183,Antonio Calderon,Bronze,IN,2024-06-04,11,210.0,Churned
2590,Christina Hurley,Gold,OH,2024-06-05,3,209.0,Churned
2664,Brenda Clayton,Gold,MD,2024-06-05,12,209.0,Churned
4336,Michael Ryan,Gold,CA,2024-06-05,4,209.0,Churned
4572,James Braun,Bronze,FL,2024-06-05,10,209.0,Churned
5596,Kevin Harris,Silver,MD,2024-06-05,3,209.0,Churned
6031,Makayla Kirby,Gold,FL,2024-06-05,10,209.0,Churned
6796,Kathryn Rodriguez,Platinum,PA,2024-06-05,8,209.0,Churned
7552,Christian Meyer,Bronze,IN,2024-06-05,8,209.0,Churned
8477,Amy Evans,Platinum,GA,2024-06-05,9,209.0,Churned
9461,Joshua Howe,Silver,VA,2024-06-05,4,209.0,Churned
9653,Timothy Baker,Bronze,MA,2024-06-05,9,209.0,Churned
407,Crystal Rhodes,Silver,NY,2024-06-06,4,208.0,Churned
671,Heather Lewis,Bronze,FL,2024-06-06,4,208.0,Churned
799,Danielle Young,Bronze,NJ,2024-06-06,8,208.0,Churned
1658,Matthew Robinson,Silver,FL,2024-06-06,10,208.0,Churned
2026,Janice Wall,Bronze,NY,2024-06-06,9,208.0,Churned
3270,David Boyer,Silver,FL,2024-06-06,11,208.0,Churned
3348,Kristin Austin,Silver,OH,2024-06-06,6,208.0,Churned
4332,Christine Johnson,Gold,IL,2024-06-06,11,208.0,Churned
5173,Troy Jackson,Platinum,VA,2024-06-06,10,208.0,Churned
5920,Sandra Smith,Gold,OH,2024-06-06,6,208.0,Churned
6535,Scott Jackson,Silver,OH,2024-06-06,6,208.0,Churned
6768,Nicole Ruiz,Silver,AZ,2024-06-06,8,208.0,Churned
6912,Nathaniel Davis,Gold,PA,2024-06-06,6,208.0,Churned
7332,Amanda Soto,Platinum,FL,2024-06-06,7,208.0,Churned
8011,Jared Haas,Gold,NJ,2024-06-06,6,208.0,Churned
8095,Jennifer Jordan,Silver,NY,2024-06-06,5,208.0,Churned
8177,Derrick Hughes,Bronze,WI,2024-06-06,2,208.0,Churned
8669,Adam Morales,Bronze,MA,2024-06-06,4,208.0,Churned
9220,Robert Singh,Silver,MD,2024-06-06,2,208.0,Churned
9619,Holly Davis,Bronze,IL,2024-06-06,5,208.0,Churned
9659,Justin Hubbard,Silver,GA,2024-06-06,7,208.0,Churned
9770,Crystal Davis,Silver,TN,2024-06-06,9,208.0,Churned
9867,Charles Odom,Gold,NC,2024-06-06,5,208.0,Churned
175,Michael Rhodes,Silver,WA,2024-06-07,7,207.0,Churned
835,Deborah Garcia,Bronze,CA,2024-06-07,7,207.0,Churned
1234,Maria Edwards,Platinum,GA,2024-06-07,6,207.0,Churned
1603,Tara Doyle,Gold,NC,2024-06-07,3,207.0,Churned
2996,Grace Pacheco,Gold,IL,2024-06-07,9,207.0,Churned
3139,Cynthia Johnson,Silver,CA,2024-06-07,8,207.0,Churned
3198,Gabriel Hernandez,Gold,IL,2024-06-07,5,207.0,Churned
4219,Lori Howe,Gold,MA,2024-06-07,7,207.0,Churned
4942,Aaron Ramos,Gold,VA,2024-06-07,5,207.0,Churned
5984,Theresa Richards,Silver,FL,2024-06-07,5,207.0,Churned
6376,Rachel Smith,Silver,OH,2024-06-07,7,207.0,Churned
6573,Kevin Alexander,Gold,NC,2024-06-07,6,207.0,Churned
7000,Patrick Glover,Bronze,MO,2024-06-07,8,207.0,Churned
7087,Sarah Smith,Silver,MA,2024-06-07,8,207.0,Churned
7496,Evan Silva,Silver,GA,2024-06-07,4,207.0,Churned
7762,Jessica Oliver,Gold,GA,2024-06-07,10,207.0,Churned
7827,Amy Gomez,Silver,IN,2024-06-07,5,207.0,Churned
8290,Michael Adams,Bronze,PA,2024-06-07,5,207.0,Churned
8349,Angela Jenkins,Silver,NY,2024-06-07,10,207.0,Churned
9522,Cynthia Johnson,Gold,TN,2024-06-07,3,207.0,Churned
9925,Brianna Drake,Bronze,MA,2024-06-07,11,207.0,Churned
569,Richard White,Bronze,FL,2024-06-08,6,206.0,Churned
853,Joseph Jones,Bronze,IN,2024-06-08,9,206.0,Churned
2010,Carrie Bennett,Bronze,TX,2024-06-08,6,206.0,Churned
2712,Kelly Wood,Platinum,IN,2024-06-08,8,206.0,Churned
3044,Rebecca Ray,Bronze,CA,2024-06-08,6,206.0,Churned
3163,Michaela Moore,Platinum,MA,2024-06-08,13,206.0,Churned
3274,Riley Stanley,Bronze,MD,2024-06-08,13,206.0,Churned
3352,Andrew Drake,Silver,GA,2024-06-08,7,206.0,Churned
3410,Cindy Brooks,Silver,IL,2024-06-08,8,206.0,Churned
5657,Ashley Fisher,Bronze,NY,2024-06-08,11,206.0,Churned
6004,Lisa Wood,Silver,TX,2024-06-08,9,206.0,Churned
7521,Walter Walters,Bronze,FL,2024-06-08,9,206.0,Churned
8196,Sabrina Gibson,Bronze,IN,2024-06-08,8,206.0,Churned
8449,Jennifer Frank,Bronze,NJ,2024-06-08,5,206.0,Churned
8471,Sandra Butler,Silver,WI,2024-06-08,3,206.0,Churned
8877,Sarah Wheeler,Gold,WA,2024-06-08,7,206.0,Churned
9083,Jonathan Gomez,Platinum,MO,2024-06-08,9,206.0,Churned
102,Donald Holder,Silver,IN,2024-06-09,5,205.0,Churned
215,Ivan Coleman,Platinum,CA,2024-06-09,6,205.0,Churned
264,Philip Bush,Platinum,VA,2024-06-09,5,205.0,Churned
343,Jeffrey Parks,Gold,TX,2024-06-09,7,205.0,Churned
864,Kim Beck,Silver,TN,2024-06-09,11,205.0,Churned
2214,Austin Perry,Silver,IN,2024-06-09,10,205.0,Churned
3506,Tina Maxwell,Bronze,OH,2024-06-09,8,205.0,Churned
4080,William Acosta,Bronze,MI,2024-06-09,8,205.0,Churned
6318,Christina Thompson,Gold,NJ,2024-06-09,10,205.0,Churned
9326,Jaime Jones,Bronze,OH,2024-06-09,8,205.0,Churned
598,Sarah Barrett,Bronze,GA,2024-06-10,7,204.0,Churned
984,Thomas Smith,Bronze,TN,2024-06-10,7,204.0,Churned
1531,Amanda Miller,Gold,MD,2024-06-10,4,204.0,Churned
1995,Scott Smith,Bronze,WI,2024-06-10,9,204.0,Churned
2542,Kenneth Dixon,Bronze,NY,2024-06-10,7,204.0,Churned
3382,Justin Vargas,Bronze,IN,2024-06-10,7,204.0,Churned
3713,Kimberly Braun,Bronze,NC,2024-06-10,12,204.0,Churned
4386,Heather Owen,Bronze,NC,2024-06-10,4,204.0,Churned
5132,Shelby Blair,Gold,WA,2024-06-10,10,204.0,Churned
5212,Nicholas Raymond,Gold,AZ,2024-06-10,10,204.0,Churned
5314,Mercedes Mcbride,Bronze,TN,2024-06-10,6,204.0,Churned
5915,Jessica Allen,Platinum,NY,2024-06-10,4,204.0,Churned
6102,Nathan Smith,Bronze,WA,2024-06-10,9,204.0,Churned
6148,Leslie Monroe,Platinum,TN,2024-06-10,4,204.0,Churned
6688,Jerry Kelley,Silver,MO,2024-06-10,6,204.0,Churned
6867,Danielle Booth,Gold,NY,2024-06-10,6,204.0,Churned
7252,Thomas Parker,Silver,CA,2024-06-10,4,204.0,Churned
7354,Dale Simmons,Silver,IL,2024-06-10,6,204.0,Churned
7689,Melissa Alexander,Bronze,FL,2024-06-10,11,204.0,Churned
7879,Gregory Wright,Silver,CA,2024-06-10,9,204.0,Churned
8017,Austin Drake,Gold,IL,2024-06-10,10,204.0,Churned
8020,Kirsten Gonzalez,Bronze,NY,2024-06-10,10,204.0,Churned
8596,Valerie Moody,Silver,NY,2024-06-10,9,204.0,Churned
9672,Donald Jones,Bronze,IN,2024-06-10,5,204.0,Churned
144,Kyle Baker,Bronze,FL,2024-06-11,8,203.0,Churned
718,Eddie Henson,Gold,IN,2024-06-11,11,203.0,Churned
1627,Kim Riley,Bronze,TX,2024-06-11,4,203.0,Churned
1706,Allison Lopez,Gold,CA,2024-06-11,3,203.0,Churned
2173,Brandon Nichols,Gold,TX,2024-06-11,6,203.0,Churned
2240,Kathryn Espinoza,Gold,OH,2024-06-11,10,203.0,Churned
4519,Brittany Ferrell,Bronze,IN,2024-06-11,9,203.0,Churned
4691,Mike James,Platinum,OH,2024-06-11,7,203.0,Churned
4860,Jason Hernandez,Gold,AZ,2024-06-11,8,203.0,Churned
5007,Andrew Williamson,Bronze,WI,2024-06-11,10,203.0,Churned
5943,Kendra Scott,Platinum,WA,2024-06-11,5,203.0,Churned
6620,Anthony Aguirre,Bronze,NY,2024-06-11,6,203.0,Churned
8548,Karen Russell,Bronze,GA,2024-06-11,4,203.0,Churned
8868,Jason Williamson,Gold,CA,2024-06-11,5,203.0,Churned
9010,Matthew Evans,Silver,FL,2024-06-11,6,203.0,Churned
9407,Roy Simmons,Silver,WA,2024-06-11,8,203.0,Churned
315,Billy Murphy,Bronze,MD,2024-06-12,6,202.0,Churned
2290,Jeffery Stephenson,Bronze,TN,2024-06-12,8,202.0,Churned
2836,Beth Simpson,Silver,WA,2024-06-12,6,202.0,Churned
2874,Deborah Martinez,Platinum,MD,2024-06-12,7,202.0,Churned
3167,Seth Chen,Bronze,GA,2024-06-12,9,202.0,Churned
4044,Tracy Lang,Silver,MD,2024-06-12,8,202.0,Churned
4392,Angelica Jackson,Platinum,OH,2024-06-12,6,202.0,Churned
5789,Michael Newman,Silver,IN,2024-06-12,8,202.0,Churned
5955,James Scott,Bronze,VA,2024-06-12,9,202.0,Churned
6034,Leslie Conley,Silver,NY,2024-06-12,9,202.0,Churned
6175,Brandi Collins,Gold,VA,2024-06-12,5,202.0,Churned
6933,Terrance Jordan,Silver,NJ,2024-06-12,11,202.0,Churned
7107,Shannon Galloway,Bronze,AZ,2024-06-12,7,202.0,Churned
7115,Jeffrey Jones,Bronze,MD,2024-06-12,8,202.0,Churned
7244,Samantha Wells,Silver,OH,2024-06-12,5,202.0,Churned
7718,Michael Mann,Bronze,IN,2024-06-12,13,202.0,Churned
8780,Melissa Bond,Bronze,AZ,2024-06-12,11,202.0,Churned
8902,Warren Yu,Bronze,FL,2024-06-12,3,202.0,Churned
9264,Michael Weber,Bronze,PA,2024-06-12,13,202.0,Churned
9485,Timothy Blair,Platinum,VA,2024-06-12,4,202.0,Churned
9557,Lisa Hopkins,Bronze,NC,2024-06-12,5,202.0,Churned
9587,Kristin Thomas,Bronze,MD,2024-06-12,8,202.0,Churned
9696,Daniel Carlson,Bronze,WI,2024-06-12,6,202.0,Churned
464,Daniel Moyer,Bronze,AZ,2024-06-13,6,201.0,Churned
684,Kristin Rodriguez,Gold,MO,2024-06-13,12,201.0,Churned
1026,Julie Cooley,Platinum,MO,2024-06-13,11,201.0,Churned
1076,Samantha Werner,Bronze,NJ,2024-06-13,7,201.0,Churned
2613,Nancy Sanders,Silver,TX,2024-06-13,9,201.0,Churned
3337,Penny Davis,Bronze,PA,2024-06-13,12,201.0,Churned
3614,Matthew Johnston,Bronze,WI,2024-06-13,9,201.0,Churned
3696,Savannah Herman,Platinum,MI,2024-06-13,5,201.0,Churned
3804,Jessica Calhoun,Gold,AZ,2024-06-13,8,201.0,Churned
3867,Wendy Smith,Bronze,NY,2024-06-13,6,201.0,Churned
4426,Chelsea Williams,Silver,IN,2024-06-13,9,201.0,Churned
4571,Christina Rubio,Bronze,FL,2024-06-13,6,201.0,Churned
5298,Katherine Vasquez,Silver,VA,2024-06-13,6,201.0,Churned
6028,Richard Jackson,Bronze,MO,2024-06-13,11,201.0,Churned
6041,Jennifer Johnson,Silver,CA,2024-06-13,5,201.0,Churned
6701,Kaitlin Chan,Bronze,TX,2024-06-13,7,201.0,Churned
7208,Lisa Ortega,Silver,MD,2024-06-13,15,201.0,Churned
7588,Tracy Rowe,Silver,MD,2024-06-13,10,201.0,Churned
8091,Maria May,Gold,CA,2024-06-13,11,201.0,Churned
8366,Stephanie Bell,Bronze,IN,2024-06-13,10,201.0,Churned
8764,Douglas Johnson,Silver,WA,2024-06-13,7,201.0,Churned
9023,Adam Hernandez,Silver,TN,2024-06-13,7,201.0,Churned
9036,Jacob Schultz,Gold,VA,2024-06-13,8,201.0,Churned
9796,Heather Oliver,Bronze,IL,2024-06-13,5,201.0,Churned
995,Robert Johnson,Silver,MA,2024-06-14,7,200.0,Churned
1392,Jessica Ortiz,Silver,NJ,2024-06-14,9,200.0,Churned
1490,Jonathan Diaz,Silver,NY,2024-06-14,10,200.0,Churned
1516,Nathan Young,Gold,NJ,2024-06-14,7,200.0,Churned
1620,Sarah Estrada,Gold,WI,2024-06-14,7,200.0,Churned
2911,Eric Miller,Bronze,TX,2024-06-14,8,200.0,Churned
3275,Alexander Pierce,Silver,PA,2024-06-14,3,200.0,Churned
5229,Jasmin Bennett,Platinum,MD,2024-06-14,6,200.0,Churned
5608,Matthew Mullen,Silver,NJ,2024-06-14,7,200.0,Churned
5638,Jeremy Kline,Gold,TN,2024-06-14,3,200.0,Churned
5982,Marissa Brown,Gold,OH,2024-06-14,5,200.0,Churned
6323,Wendy Stevens,Silver,PA,2024-06-14,6,200.0,Churned
6328,Valerie Alvarado,Silver,FL,2024-06-14,7,200.0,Churned
6777,Walter Webb,Gold,CA,2024-06-14,5,200.0,Churned
6850,Kayla Hartman,Silver,NC,2024-06-14,5,200.0,Churned
7469,William Schultz,Silver,WA,2024-06-14,8,200.0,Churned
7502,Steve Blanchard,Bronze,MI,2024-06-14,6,200.0,Churned
7853,Larry Newton,Bronze,NJ,2024-06-14,7,200.0,Churned
506,Jennifer Morgan,Silver,MD,2024-06-15,5,199.0,Churned
1196,Ronald Smith,Bronze,MI,2024-06-15,8,199.0,Churned
1563,Brandy Foster,Bronze,NY,2024-06-15,5,199.0,Churned
1793,Tina Taylor,Bronze,MO,2024-06-15,4,199.0,Churned
1933,Diamond Daniels,Bronze,OH,2024-06-15,3,199.0,Churned
2866,Kelly Trevino,Gold,OH,2024-06-15,10,199.0,Churned
3276,Jesse Foster,Bronze,TN,2024-06-15,4,199.0,Churned
3381,Rodney Rios,Platinum,IL,2024-06-15,7,199.0,Churned
3433,Dustin Smith,Platinum,IN,2024-06-15,9,199.0,Churned
4561,Christie Johnson,Silver,CA,2024-06-15,6,199.0,Churned
4947,Kelly Bates,Silver,MI,2024-06-15,7,199.0,Churned
4969,Julie Brown,Gold,NY,2024-06-15,9,199.0,Churned
5244,Brenda Jones,Gold,MI,2024-06-15,10,199.0,Churned
6401,Joshua Johnson,Silver,IL,2024-06-15,5,199.0,Churned
6457,Ryan Miller,Silver,WI,2024-06-15,6,199.0,Churned
8015,Jessica Joseph,Gold,FL,2024-06-15,5,199.0,Churned
552,Glenn Brady,Bronze,OH,2024-06-16,5,198.0,Churned
646,Kristopher Cole,Bronze,NY,2024-06-16,4,198.0,Churned
1190,Tara Fischer,Silver,IL,2024-06-16,10,198.0,Churned
2946,Rachel Jordan,Bronze,OH,2024-06-16,10,198.0,Churned
3649,Kimberly Nelson,Bronze,WI,2024-06-16,6,198.0,Churned
3808,Sherri Hunter,Bronze,MI,2024-06-16,8,198.0,Churned
5078,Michael Hebert,Silver,VA,2024-06-16,6,198.0,Churned
5286,Roy Kelly,Gold,TX,2024-06-16,7,198.0,Churned
5522,Heather Mccoy,Bronze,FL,2024-06-16,4,198.0,Churned
6236,Joseph Doyle,Bronze,IL,2024-06-16,4,198.0,Churned
6288,Heather Norris,Bronze,NJ,2024-06-16,8,198.0,Churned
6340,Mario Jones,Bronze,WA,2024-06-16,10,198.0,Churned
7426,Zachary Roy,Silver,NY,2024-06-16,13,198.0,Churned
8200,Kimberly Lewis,Silver,MA,2024-06-16,7,198.0,Churned
8319,Maria Perez,Silver,VA,2024-06-16,7,198.0,Churned
8433,Alexis Mora,Bronze,IL,2024-06-16,5,198.0,Churned
8643,Brian Thompson,Gold,OH,2024-06-16,9,198.0,Churned
9353,Vanessa Johnson,Silver,TX,2024-06-16,7,198.0,Churned
895,Douglas Martinez,Gold,MO,2024-06-17,9,197.0,Churned
1444,Pamela Mccormick,Gold,TX,2024-06-17,4,197.0,Churned
2064,Katherine Lynch,Silver,TX,2024-06-17,10,197.0,Churned
2420,Daniel Fields,Silver,MO,2024-06-17,4,197.0,Churned
2610,William Medina,Platinum,FL,2024-06-17,9,197.0,Churned
3514,William Sandoval,Silver,MO,2024-06-17,5,197.0,Churned
4480,Joseph Nelson,Bronze,NY,2024-06-17,6,197.0,Churned
5232,Patricia Day,Bronze,TX,2024-06-17,4,197.0,Churned
5304,Joseph Estrada,Platinum,MA,2024-06-17,3,197.0,Churned
5475,Zachary Holden,Platinum,OH,2024-06-17,6,197.0,Churned
6466,Sara Hernandez,Bronze,MA,2024-06-17,8,197.0,Churned
6532,Jennifer Hoover,Gold,OH,2024-06-17,4,197.0,Churned
7647,Micheal Conner,Bronze,MD,2024-06-17,6,197.0,Churned
8406,Victoria Cruz,Bronze,IN,2024-06-17,5,197.0,Churned
414,Kristen Moran,Gold,NY,2024-06-18,9,196.0,Churned
1268,Kyle Bell,Silver,NC,2024-06-18,4,196.0,Churned
1556,Jamie Jefferson,Bronze,TX,2024-06-18,7,196.0,Churned
1676,Kelly Fields,Bronze,MD,2024-06-18,7,196.0,Churned
1810,Christopher Cannon,Platinum,IL,2024-06-18,7,196.0,Churned
1833,Paul Lamb,Gold,NC,2024-06-18,5,196.0,Churned
2277,Mark Kelly,Bronze,PA,2024-06-18,9,196.0,Churned
2533,Eric Johnson,Bronze,IN,2024-06-18,11,196.0,Churned
3125,Christina Mason,Bronze,VA,2024-06-18,9,196.0,Churned
3910,Evan Potts,Platinum,NY,2024-06-18,6,196.0,Churned
4221,Danielle Oneal,Bronze,MD,2024-06-18,5,196.0,Churned
4454,Tracy Holmes,Gold,IL,2024-06-18,9,196.0,Churned
5877,Kaitlyn Cole,Bronze,GA,2024-06-18,8,196.0,Churned
6852,Patricia Moore,Bronze,IL,2024-06-18,4,196.0,Churned
7549,Danielle Griffin,Silver,AZ,2024-06-18,5,196.0,Churned
7741,Brian Baker,Bronze,IN,2024-06-18,7,196.0,Churned
8330,Gregory Ramirez,Gold,NC,2024-06-18,4,196.0,Churned
8388,Elizabeth Green,Silver,PA,2024-06-18,8,196.0,Churned
8950,Lori Greene,Gold,IN,2024-06-18,7,196.0,Churned
9408,Kelly Cooper,Gold,MO,2024-06-18,10,196.0,Churned
9419,Lisa Gamble,Silver,MI,2024-06-18,4,196.0,Churned
9475,Michael Johns,Silver,FL,2024-06-18,8,196.0,Churned
9775,David Campbell,Gold,AZ,2024-06-18,6,196.0,Churned
914,Manuel Williams,Gold,TN,2024-06-19,10,195.0,Churned
931,Lisa Garza,Gold,TX,2024-06-19,7,195.0,Churned
2853,Eric Smith,Platinum,NJ,2024-06-19,5,195.0,Churned
2962,Paul Smith,Silver,WA,2024-06-19,9,195.0,Churned
3243,Erin Kaufman,Silver,IN,2024-06-19,6,195.0,Churned
3690,David Franco,Bronze,WI,2024-06-19,7,195.0,Churned
5165,Lori Anderson,Silver,TX,2024-06-19,6,195.0,Churned
5213,Pamela Burns,Silver,PA,2024-06-19,8,195.0,Churned
5975,Michael Brown,Platinum,WA,2024-06-19,11,195.0,Churned
6871,John Lawson,Gold,NC,2024-06-19,8,195.0,Churned
8825,Stacy Brown,Bronze,MI,2024-06-19,8,195.0,Churned
9481,Ricky Palmer,Bronze,TX,2024-06-19,4,195.0,Churned
1153,Kenneth Morgan,Silver,IL,2024-06-20,10,194.0,Churned
1213,Rachel Hinton,Gold,OH,2024-06-20,9,194.0,Churned
1525,Luis Lewis,Gold,VA,2024-06-20,10,194.0,Churned
1773,Tracy Blake,Bronze,MD,2024-06-20,11,194.0,Churned
2207,George Allen,Gold,CA,2024-06-20,6,194.0,Churned
3778,Michael Long,Gold,NY,2024-06-20,5,194.0,Churned
3960,Christopher Morales,Platinum,AZ,2024-06-20,8,194.0,Churned
4694,Robin Ortega,Gold,AZ,2024-06-20,6,194.0,Churned
5835,Jackson Riddle,Bronze,MO,2024-06-20,10,194.0,Churned
6026,Kathryn Griffith,Silver,MO,2024-06-20,10,194.0,Churned
6574,Natasha Carter,Gold,TN,2024-06-20,6,194.0,Churned
7411,Sylvia Castillo,Bronze,WA,2024-06-20,12,194.0,Churned
7631,Michael Taylor,Silver,TN,2024-06-20,9,194.0,Churned
7702,Michael Martin,Silver,NC,2024-06-20,8,194.0,Churned
8218,Cassie Owens,Platinum,IN,2024-06-20,8,194.0,Churned
8679,Michael Briggs,Silver,AZ,2024-06-20,8,194.0,Churned
8872,Donna Wolfe,Bronze,FL,2024-06-20,10,194.0,Churned
180,Megan Rivera,Silver,WI,2024-06-21,4,193.0,Churned
907,Michael King,Bronze,NJ,2024-06-21,8,193.0,Churned
1209,Christina Richardson,Bronze,NC,2024-06-21,9,193.0,Churned
2081,Anthony Knight,Bronze,MD,2024-06-21,6,193.0,Churned
2319,Bridget Hunter,Platinum,MA,2024-06-21,9,193.0,Churned
2736,Julia Smith,Silver,CA,2024-06-21,5,193.0,Churned
2799,Kevin Kent,Gold,FL,2024-06-21,3,193.0,Churned
2891,Aaron Snyder,Silver,PA,2024-06-21,8,193.0,Churned
3353,Beth Wright,Silver,MA,2024-06-21,8,193.0,Churned
4358,Jared Doyle,Silver,IL,2024-06-21,10,193.0,Churned
4891,Justin Fleming,Silver,MA,2024-06-21,4,193.0,Churned
5090,James James,Silver,FL,2024-06-21,10,193.0,Churned
5867,John Sullivan,Silver,NY,2024-06-21,6,193.0,Churned
6725,Sandra Smith,Platinum,TN,2024-06-21,7,193.0,Churned
9553,Brandon Ward,Bronze,GA,2024-06-21,6,193.0,Churned
320,Brian Baker,Bronze,IN,2024-06-22,4,192.0,Churned
522,Gabrielle Valencia,Gold,WA,2024-06-22,9,192.0,Churned
792,Susan Lozano,Silver,TX,2024-06-22,7,192.0,Churned
1313,Sarah Summers,Platinum,MD,2024-06-22,2,192.0,Churned
1659,Andrew Avila,Bronze,MO,2024-06-22,8,192.0,Churned
2761,Gregory Garza,Silver,NC,2024-06-22,11,192.0,Churned
3624,Elizabeth Carpenter,Bronze,CA,2024-06-22,7,192.0,Churned
5684,Blake Wright,Bronze,VA,2024-06-22,7,192.0,Churned
6575,Patricia Hart,Platinum,VA,2024-06-22,6,192.0,Churned
7640,Jacqueline Villanueva,Platinum,IL,2024-06-22,4,192.0,Churned
8586,John Sawyer,Gold,MA,2024-06-22,8,192.0,Churned
8999,Joshua White,Bronze,MO,2024-06-22,7,192.0,Churned
9248,Jack Thompson,Silver,MA,2024-06-22,4,192.0,Churned
9294,Allison Sanchez,Gold,PA,2024-06-22,7,192.0,Churned
9391,Kelly Davis,Gold,CA,2024-06-22,11,192.0,Churned
9789,Kimberly Camacho,Gold,IL,2024-06-22,9,192.0,Churned
318,Patrick Shelton,Bronze,MA,2024-06-23,6,191.0,Churned
1010,Jeremy Rodriguez,Gold,AZ,2024-06-23,7,191.0,Churned
1296,Zoe Yang,Bronze,TX,2024-06-23,3,191.0,Churned
1816,Bradley Keller,Bronze,PA,2024-06-23,4,191.0,Churned
1900,Christopher Wong,Bronze,CA,2024-06-23,12,191.0,Churned
1998,Brenda Wilson,Bronze,WI,2024-06-23,12,191.0,Churned
2984,Wayne Campbell,Bronze,NY,2024-06-23,4,191.0,Churned
3733,Michael Evans,Platinum,OH,2024-06-23,4,191.0,Churned
3978,Katherine Olson,Silver,FL,2024-06-23,7,191.0,Churned
4263,Andre Krueger,Silver,WA,2024-06-23,3,191.0,Churned
4703,Jason Blair,Bronze,IL,2024-06-23,6,191.0,Churned
5378,Kevin King,Bronze,WA,2024-06-23,6,191.0,Churned
6306,Amber Wallace,Bronze,FL,2024-06-23,7,191.0,Churned
7730,Madison Brown,Bronze,TN,2024-06-23,5,191.0,Churned
