customer_id,customer_name,loyalty_tier,state,total_orders,lifetime_value,avg_order_value,first_order_date,last_order_date,customer_tenure_days,clv_segment
2047,Rebecca Tyler,Bronze,CA,7,26952.04,1078.08,2022-01-24,2024-03-04,770.0,Mid Value
5174,Monica Fernandez,Platinum,PA,7,26949.99,1347.5,2022-09-07,2024-12-14,829.0,Mid Value
8517,Rebecca Rivas,Bronze,WA,12,26937.73,626.46,2022-07-15,2024-09-04,782.0,Mid Value
50,Nancy Diaz,Gold,TN,12,26933.98,626.37,2022-03-22,2024-08-10,872.0,Mid Value
45,Tammie Martinez,Gold,WA,10,26933.18,769.52,2022-02-05,2024-09-17,955.0,Mid Value
9044,Christopher Steele,Silver,GA,14,26883.42,640.08,2023-05-20,2024-11-29,559.0,Mid Value
3442,Shawn Erickson,Bronze,NJ,11,26882.71,896.09,2022-03-29,2024-07-18,842.0,Mid Value
2896,Taylor Ross,Platinum,MD,5,26876.71,1919.76,2022-08-29,2023-09-28,395.0,Mid Value
9936,David Dunn,Silver,WI,7,26864.72,1221.12,2022-02-01,2023-09-25,601.0,Mid Value
1857,Haley Taylor,Platinum,MO,12,26847.26,745.76,2022-02-01,2024-12-22,1055.0,Mid Value
5272,Michaela Green,Bronze,IL,11,26846.12,813.52,2022-03-08,2024-12-06,1004.0,Mid Value
948,April Soto,Gold,VA,12,26844.35,571.16,2022-03-27,2024-09-07,895.0,Mid Value
1618,Michael Dominguez,Gold,IN,8,26831.74,993.77,2022-02-07,2024-10-09,975.0,Mid Value
6634,Erika Smith,Silver,GA,12,26808.41,924.43,2022-03-11,2024-11-05,970.0,Mid Value
1273,Becky Reed,Bronze,PA,14,26786.93,525.23,2022-04-07,2024-11-30,968.0,Mid Value
1264,Steven Soto,Bronze,IN,6,26784.43,1275.45,2022-04-20,2024-08-12,845.0,Mid Value
5478,Kyle Landry,Platinum,PA,11,26782.83,743.97,2022-03-09,2024-12-27,1024.0,Mid Value
5821,Gina Berg,Silver,TN,12,26768.71,704.44,2022-01-31,2024-09-29,972.0,Mid Value
7059,Brian Jackson,Bronze,MO,13,26768.29,637.34,2022-03-22,2024-10-18,941.0,Mid Value
9425,Tammy Brown,Silver,IL,11,26766.07,863.42,2022-02-15,2024-12-12,1031.0,Mid Value
4198,Michelle Sanchez,Bronze,PA,10,26763.59,1115.15,2022-05-08,2024-06-03,757.0,Mid Value
4445,Katherine Lopez,Bronze,NC,10,26738.71,763.96,2022-01-03,2024-03-24,811.0,Mid Value
5642,Daniel Kirby,Bronze,MO,16,26728.58,504.31,2022-04-24,2024-12-07,958.0,Mid Value
4298,Joseph Johnson,Bronze,WI,9,26723.85,835.12,2022-01-01,2024-08-17,959.0,Mid Value
3379,Kevin Arnold,Gold,NJ,10,26721.42,989.68,2022-06-05,2024-08-23,810.0,Mid Value
2994,Emily Schwartz,Bronze,NY,9,26719.77,890.66,2022-02-20,2024-12-08,1022.0,Mid Value
9662,Jason Brown,Platinum,TN,11,26706.14,651.37,2022-01-10,2024-11-13,1038.0,Mid Value
361,Sandra Wilson,Bronze,NY,8,26701.23,1068.05,2022-05-06,2024-07-15,801.0,Mid Value
7581,Andrea Santiago,Bronze,MO,13,26698.19,580.4,2022-03-11,2024-10-09,943.0,Mid Value
6478,Emily Pena,Bronze,MO,9,26692.25,889.74,2022-04-10,2024-11-16,951.0,Mid Value
1071,Stacy Carroll,Silver,TX,9,26679.65,919.99,2022-06-29,2024-12-25,910.0,Mid Value
9952,Rebecca Miller,Platinum,WI,6,26679.0,1482.17,2022-01-24,2024-11-20,1031.0,Mid Value
9284,Carolyn Wilson,Bronze,AZ,7,26676.62,1111.53,2022-03-16,2024-12-24,1014.0,Mid Value
606,Shannon Lewis,Silver,WA,11,26668.84,634.97,2022-06-06,2024-12-26,934.0,Mid Value
6630,John Barker,Gold,IN,9,26651.27,634.55,2022-04-22,2024-11-01,924.0,Mid Value
5343,Deborah Williams,Bronze,MI,4,26630.44,2420.95,2022-11-28,2024-09-05,647.0,Mid Value
2626,Jason Hunt,Gold,GA,13,26619.11,604.98,2022-03-26,2024-12-19,999.0,Mid Value
1336,Audrey Lopez,Silver,CA,11,26617.91,739.39,2022-02-28,2024-09-06,921.0,Mid Value
7000,Patrick Glover,Bronze,MO,8,26600.41,917.26,2022-03-01,2024-06-07,829.0,Mid Value
1621,Heidi Mcclain,Bronze,NJ,14,26573.78,450.4,2022-02-14,2024-10-08,967.0,Mid Value
1750,Richard Evans,Platinum,OH,11,26549.02,632.12,2022-01-07,2024-08-16,952.0,Mid Value
5567,Heather Boyer,Bronze,OH,6,26535.1,915.0,2023-12-17,2024-08-19,246.0,Mid Value
9504,Ralph Wells,Gold,PA,11,26531.76,663.29,2023-01-18,2024-12-23,705.0,Mid Value
9058,Lisa Peters,Silver,GA,13,26531.33,617.01,2022-02-25,2024-08-31,918.0,Mid Value
6885,Pamela Tran,Bronze,IL,13,26528.74,647.04,2022-01-10,2024-11-28,1053.0,Mid Value
5339,Brandon Gonzalez,Gold,IL,13,26513.38,602.58,2022-02-24,2024-01-05,680.0,Mid Value
1138,Angela Vance,Gold,IN,9,26512.76,883.76,2022-03-22,2024-11-02,956.0,Mid Value
6442,Renee Smith,Silver,TX,11,26504.45,854.98,2022-04-10,2023-12-03,602.0,Mid Value
8537,Nicole Ramirez,Silver,IL,10,26498.59,716.18,2022-01-21,2024-05-01,831.0,Mid Value
2479,Tyler Blankenship,Silver,FL,11,26495.49,827.98,2022-10-17,2024-09-07,691.0,Mid Value
681,Lindsay Whitehead,Bronze,NC,9,26479.76,802.42,2022-01-19,2024-10-12,997.0,Mid Value
2838,Johnny Davis,Bronze,PA,8,26458.7,1322.93,2022-04-03,2024-09-29,910.0,Mid Value
5411,Michelle Saunders,Silver,NJ,15,26456.26,601.28,2022-06-10,2024-10-05,848.0,Mid Value
2214,Austin Perry,Silver,IN,9,26446.04,801.4,2022-02-08,2024-06-09,852.0,Mid Value
1710,Brian May,Platinum,TX,11,26367.9,799.03,2022-04-22,2024-09-22,884.0,Mid Value
3781,Stephanie Cooper,Gold,WI,5,26315.18,1754.35,2022-04-13,2024-10-04,905.0,Mid Value
3086,Gina Lewis,Gold,OH,15,26291.73,445.62,2022-02-23,2024-12-09,1020.0,Mid Value
8247,Michael Howard,Bronze,TX,9,26291.67,657.29,2022-06-14,2024-02-14,610.0,Mid Value
8780,Melissa Bond,Bronze,AZ,11,26289.31,848.04,2022-05-15,2024-06-12,759.0,Mid Value
6920,Andrew Johnson,Bronze,AZ,11,26286.39,730.18,2022-11-04,2024-04-06,519.0,Mid Value
6987,Aaron Peterson,Silver,TX,5,26279.51,1142.59,2022-07-08,2024-12-19,895.0,Mid Value
4246,Leslie Bowers,Gold,MO,7,26268.47,1094.52,2022-03-14,2024-08-12,882.0,Mid Value
5173,Troy Jackson,Platinum,VA,10,26244.59,846.6,2022-02-09,2024-06-06,848.0,Mid Value
5842,Jennifer Moore,Bronze,IL,8,26222.61,1248.7,2022-03-29,2024-08-06,861.0,Mid Value
6648,Christopher Johnson,Gold,IL,11,26206.34,708.28,2022-01-11,2024-10-26,1019.0,Mid Value
1430,Phillip Williams,Gold,AZ,8,26204.5,818.89,2022-04-11,2024-12-22,986.0,Mid Value
2108,Sara Cain,Bronze,VA,7,26199.56,1139.11,2022-01-30,2024-11-03,1008.0,Mid Value
9242,Jason Nolan,Bronze,TN,8,26190.27,818.45,2023-02-28,2024-09-28,578.0,Mid Value
1289,Kyle Dillon,Silver,TN,8,26153.94,817.31,2022-07-13,2024-12-17,888.0,Mid Value
6348,Laura Roberts,Bronze,MD,11,26139.97,726.11,2022-04-25,2024-12-01,951.0,Mid Value
9603,Carlos Smith,Bronze,CA,11,26124.01,816.38,2022-02-21,2024-12-28,1041.0,Mid Value
4233,Amanda Ochoa,Gold,TN,9,26112.33,580.27,2022-01-20,2024-04-14,815.0,Mid Value
9783,Jessica Chavez,Silver,FL,13,26110.81,593.43,2022-01-26,2024-12-19,1058.0,Mid Value
2612,Michele Booker,Silver,TN,8,26107.91,725.22,2022-07-17,2024-12-12,879.0,Mid Value
4852,Christopher York,Bronze,FL,12,26094.09,606.84,2022-02-20,2024-11-20,1004.0,Mid Value
9894,Christina Mcdaniel,Silver,TX,13,26082.3,686.38,2022-03-26,2024-12-15,995.0,Mid Value
2193,Jennifer Miller,Gold,TX,11,26077.73,724.38,2022-09-12,2024-12-11,821.0,Mid Value
195,Todd Murphy,Silver,MI,12,26068.28,554.64,2022-01-26,2024-10-02,980.0,Mid Value
7186,David Brennan,Silver,TN,8,26064.12,840.78,2022-03-05,2024-11-12,983.0,Mid Value
1607,Robert Bentley,Bronze,NJ,7,26060.94,868.7,2022-06-05,2024-06-01,727.0,Mid Value
8676,Benjamin Johnson,Bronze,MD,7,26043.22,1627.7,2022-01-02,2024-03-27,815.0,Mid Value
6674,Leon Carrillo,Bronze,TX,11,26031.48,685.04,2022-07-23,2024-07-24,732.0,Mid Value
9199,Manuel Williams,Gold,PA,8,26027.81,667.38,2022-02-05,2024-11-11,1010.0,Mid Value
9295,Karen Jones,Gold,MA,13,26015.93,591.27,2022-05-06,2024-12-14,953.0,Mid Value
2686,Russell Snyder,Bronze,TN,12,25986.13,683.85,2022-04-25,2024-12-01,951.0,Mid Value
7499,Robert Perez,Bronze,IN,9,25980.69,702.18,2022-07-08,2024-11-03,849.0,Mid Value
7365,Jennifer Smith,Platinum,VA,12,25921.89,589.13,2022-01-21,2024-10-05,988.0,Mid Value
9629,Elizabeth Miller,Bronze,VA,9,25879.98,995.38,2022-04-11,2024-10-29,932.0,Mid Value
8324,Elizabeth King,Bronze,IN,8,25839.23,861.31,2022-06-04,2024-12-26,936.0,Mid Value
5962,Angela Jones,Silver,TN,6,25836.84,1359.83,2023-05-21,2024-11-15,544.0,Mid Value
3796,Deborah Long,Bronze,OH,6,25819.31,1173.61,2022-07-04,2024-09-11,800.0,Mid Value
1753,Joseph Miles,Bronze,VA,8,25801.57,1121.81,2022-09-15,2024-04-17,580.0,Mid Value
6993,Elizabeth Sanchez,Silver,NJ,9,25794.64,661.4,2022-03-28,2024-09-26,913.0,Mid Value
2432,Paul Spence,Bronze,MI,6,25785.26,889.15,2022-05-30,2023-10-09,497.0,Mid Value
7512,Nicole Villanueva,Platinum,WA,8,25783.43,1121.02,2022-01-25,2024-10-22,1001.0,Mid Value
4714,Kenneth Black,Silver,PA,7,25757.96,830.9,2022-07-29,2024-08-02,735.0,Mid Value
243,Tina Romero,Bronze,PA,8,25756.56,643.91,2022-05-26,2024-09-27,855.0,Mid Value
7386,Christopher Nunez,Bronze,WA,12,25743.78,547.74,2022-02-19,2024-05-30,831.0,Mid Value
7162,Aaron Duran,Silver,CA,9,25742.77,612.92,2022-11-30,2024-10-12,682.0,Mid Value
4828,Jocelyn Mccall,Platinum,AZ,11,25730.55,804.08,2022-03-04,2024-06-29,848.0,Mid Value
4447,Christina Simmons,Bronze,FL,20,25727.74,402.0,2022-02-11,2024-11-22,1015.0,Mid Value
4352,Malik Harper,Silver,IL,9,25724.19,676.95,2022-03-04,2024-11-26,998.0,Mid Value
9959,Amy Taylor,Bronze,MA,11,25708.45,627.04,2022-10-01,2024-07-23,661.0,Mid Value
1201,Pamela Tyler,Gold,IL,8,25704.76,1028.19,2022-09-14,2024-12-19,827.0,Mid Value
4550,Andrew Knight,Platinum,GA,9,25697.37,951.75,2022-02-09,2024-12-26,1051.0,Mid Value
9097,Melissa Lee,Platinum,TX,13,25677.4,658.39,2022-07-03,2024-10-24,844.0,Mid Value
3309,James Wilson,Gold,TX,11,25673.94,855.8,2022-02-02,2024-11-20,1022.0,Mid Value
7515,Roy Bernard,Bronze,IL,8,25672.44,1026.9,2022-06-17,2024-12-05,902.0,Mid Value
727,Larry Short,Bronze,TX,11,25664.75,570.33,2022-02-20,2024-08-07,899.0,Mid Value
9434,Dawn Lang,Bronze,WA,11,25660.54,733.16,2023-01-01,2024-10-04,642.0,Mid Value
8171,Amanda Rice,Silver,MI,8,25654.48,827.56,2022-10-21,2024-08-17,666.0,Mid Value
3050,Aaron Watson,Bronze,IL,9,25651.69,801.62,2022-11-07,2024-12-23,777.0,Mid Value
572,Steven Newton,Gold,MA,6,25618.77,853.96,2022-11-21,2024-05-18,544.0,Mid Value
2527,Michelle Martinez,Silver,CA,8,25592.78,775.54,2022-01-03,2024-12-21,1083.0,Mid Value
999,Stephen Johnson,Bronze,GA,6,25574.23,1278.71,2022-03-06,2024-10-14,953.0,Mid Value
8036,James Kim,Bronze,CA,9,25563.94,798.87,2022-03-21,2024-11-14,969.0,Mid Value
5906,Alan Hall,Bronze,WI,8,25554.61,774.38,2022-03-27,2024-08-31,888.0,Mid Value
9132,Veronica Cooper,Silver,AZ,9,25551.2,824.23,2022-04-13,2023-12-11,607.0,Mid Value
8327,Vanessa Dominguez,Bronze,MI,11,25537.32,690.2,2022-01-19,2024-10-23,1008.0,Mid Value
881,Francisco Brown,Gold,FL,9,25533.65,773.75,2022-01-25,2024-10-01,980.0,Mid Value
5299,Denise Cook,Silver,AZ,7,25529.78,1160.44,2022-04-11,2024-04-13,733.0,Mid Value
6379,Christine Dennis,Silver,NJ,8,25526.7,654.53,2022-02-10,2024-08-29,931.0,Mid Value
8204,Monica Kline,Bronze,CA,12,25523.78,607.71,2022-08-27,2024-08-15,719.0,Mid Value
5499,Peter Serrano,Silver,CA,9,25517.19,750.51,2022-03-28,2024-10-22,939.0,Mid Value
6572,Austin Nelson,Platinum,IN,12,25510.18,728.86,2022-02-02,2024-09-06,947.0,Mid Value
5250,Katherine English,Gold,WA,5,25504.28,1275.21,2022-09-02,2024-11-26,816.0,Mid Value
2068,Amy Horton,Bronze,NJ,7,25485.06,1019.4,2022-03-20,2023-09-17,546.0,Mid Value
3409,Anthony Mclaughlin,Silver,FL,13,25451.46,636.29,2022-04-10,2024-09-25,899.0,Mid Value
4678,Jonathon Brown,Bronze,IN,15,25447.98,565.51,2022-01-12,2024-12-23,1076.0,Mid Value
4301,Amy Anderson,Gold,FL,9,25447.21,848.24,2022-02-09,2024-12-08,1033.0,Mid Value
1406,Traci Smith,Silver,NC,8,25435.64,748.11,2022-05-10,2024-10-19,893.0,Mid Value
5091,Devin Moreno,Silver,PA,13,25430.18,446.14,2022-01-24,2024-09-28,978.0,Mid Value
9136,Jeffrey Wagner,Gold,GA,10,25422.09,726.35,2022-01-20,2024-09-26,980.0,Mid Value
9463,Justin Clark,Bronze,IN,14,25416.23,577.64,2022-02-22,2024-07-20,879.0,Mid Value
3059,Jose Wilson,Bronze,NY,7,25406.09,940.97,2022-05-13,2024-11-25,927.0,Mid Value
2675,John Spencer,Gold,CA,13,25386.16,576.96,2022-07-01,2024-11-29,882.0,Mid Value
8157,Jeremiah Carlson,Bronze,NY,12,25385.74,604.42,2022-09-06,2024-08-09,703.0,Mid Value
4433,Patricia Reed,Gold,AZ,12,25373.39,724.95,2022-04-12,2024-12-26,989.0,Mid Value
1094,Eric Jackson,Bronze,GA,14,25345.92,589.44,2022-03-05,2024-11-09,980.0,Mid Value
9285,Megan Townsend,Bronze,NJ,6,25341.74,1151.9,2022-07-19,2024-11-13,848.0,Mid Value
4139,Ashley Terry,Silver,NC,5,25300.71,1488.28,2022-05-09,2024-12-16,952.0,Mid Value
1189,Charles Thomas,Platinum,PA,12,25294.1,648.57,2022-02-10,2024-07-30,901.0,Mid Value
2225,Tammy Howard,Gold,CA,11,25271.92,665.05,2022-01-12,2024-11-14,1037.0,Mid Value
4095,Lisa Lin,Silver,CA,9,25252.98,1010.12,2022-01-30,2024-11-11,1016.0,Mid Value
8398,Jerry Armstrong,Silver,WA,7,25242.42,934.9,2022-04-04,2024-06-02,790.0,Mid Value
4276,Jesus Smith,Bronze,MA,8,25239.34,1051.64,2022-07-19,2024-08-18,761.0,Mid Value
1161,Wayne Newton,Silver,AZ,9,25237.0,934.7,2022-03-27,2024-08-06,863.0,Mid Value
1571,Rebecca Gonzalez,Silver,MI,10,25227.67,764.47,2022-02-05,2024-03-10,764.0,Mid Value
542,Jennifer Chavez,Silver,IN,8,25218.25,788.07,2022-08-17,2024-10-23,798.0,Mid Value
413,Allen Ward,Platinum,NC,7,25200.95,900.03,2022-05-05,2024-11-24,934.0,Mid Value
3558,Jose Nicholson,Silver,TN,11,25200.82,700.02,2022-05-05,2024-11-14,924.0,Mid Value
8105,Brent Taylor,Bronze,WI,7,25181.47,1144.61,2022-02-18,2024-08-23,917.0,Mid Value
1788,Joy Flores,Silver,AZ,15,25167.62,513.62,2022-10-18,2024-11-06,750.0,Mid Value
3469,Carolyn Martinez,Gold,PA,6,25160.63,1480.04,2022-04-01,2024-09-15,898.0,Mid Value
3550,Raymond Gibbs,Bronze,PA,12,25135.76,661.47,2022-01-13,2024-12-22,1074.0,Mid Value
8744,Robert Dawson,Bronze,VA,12,25135.4,661.46,2022-03-26,2024-11-17,967.0,Mid Value
412,Morgan Drake,Silver,NC,9,25134.7,966.72,2022-03-17,2024-10-22,950.0,Mid Value
7840,David Marshall,Gold,MD,9,25132.3,679.25,2022-01-03,2024-11-05,1037.0,Mid Value
3629,Kyle Johnson,Bronze,WI,13,25130.55,661.33,2022-02-03,2024-12-30,1061.0,Mid Value
2882,Matthew Perez,Platinum,IL,6,25127.16,1046.96,2022-09-29,2024-12-10,803.0,Mid Value
158,Erica Oliver,Gold,NC,6,25104.72,1046.03,2022-05-05,2024-10-09,888.0,Mid Value
7500,Victor Cohen,Silver,WA,11,25102.76,809.77,2022-01-27,2024-11-04,1012.0,Mid Value
5980,April Young,Bronze,MA,13,25096.21,570.37,2022-07-22,2024-11-23,855.0,Mid Value
250,Maria Hayes,Bronze,TX,8,25089.63,836.32,2022-06-22,2024-10-10,841.0,Mid Value
4000,Tammy Guzman,Platinum,MO,17,25071.09,455.84,2022-02-09,2024-10-16,980.0,Mid Value
5464,Linda Koch,Gold,WA,8,25063.97,895.14,2022-02-24,2024-08-03,891.0,Mid Value
9784,Robert Howell,Bronze,OH,19,25061.45,417.69,2022-07-25,2024-10-29,827.0,Mid Value
4650,Martha Randall,Platinum,MD,7,25061.2,895.04,2022-11-08,2024-05-28,567.0,Mid Value
7697,Sarah Mcguire,Bronze,TX,10,25019.87,735.88,2022-09-05,2024-12-22,839.0,Mid Value
5817,Kimberly Richards,Bronze,FL,7,25010.29,862.42,2022-03-01,2024-10-04,948.0,Mid Value
1712,Jacob Thompson,Bronze,CA,5,25009.54,1316.29,2023-02-25,2024-09-24,577.0,Mid Value
1646,Candice Jimenez,Platinum,FL,14,25007.02,532.06,2022-05-10,2024-12-19,954.0,Mid Value
2800,Matthew Bond,Silver,FL,13,25004.2,581.49,2022-11-27,2024-11-19,723.0,Mid Value
7018,Denise Jones,Gold,MA,9,25001.78,925.99,2022-04-04,2024-07-02,820.0,Mid Value
3067,Hannah Lee,Bronze,WA,10,24977.11,675.06,2022-06-28,2024-10-04,829.0,Mid Value
9847,Rebekah Washington,Bronze,WA,7,24968.27,998.73,2023-05-09,2024-09-20,500.0,Mid Value
3357,Stephanie Beck,Bronze,GA,9,24962.04,713.2,2023-01-17,2024-12-09,692.0,Mid Value
7834,Shawn King,Gold,PA,12,24915.62,541.64,2022-07-26,2024-09-15,782.0,Mid Value
5757,Carlos Frank,Silver,IN,11,24912.49,673.31,2022-01-07,2024-11-23,1051.0,Mid Value
9355,Jennifer Proctor,Silver,MI,10,24911.69,622.79,2022-07-23,2024-09-06,776.0,Mid Value
7212,Kathleen West,Silver,WI,11,24854.12,753.16,2022-03-25,2024-10-19,939.0,Mid Value
280,Christina Rodriguez,Silver,CA,4,24828.98,2482.9,2023-04-13,2024-10-19,555.0,Mid Value
1054,Megan Smith,Gold,MD,12,24821.93,709.2,2022-03-30,2024-12-16,992.0,Mid Value
9768,Luis Mercado,Silver,WA,9,24806.85,992.27,2022-01-10,2024-11-04,1029.0,Mid Value
9024,John Cook,Bronze,AZ,8,24803.83,800.12,2022-02-09,2024-05-25,836.0,Mid Value
2109,Julie Smith,Platinum,WI,11,24781.46,635.42,2022-06-08,2024-09-23,838.0,Mid Value
8834,Richard Rivers,Silver,MO,10,24777.33,799.27,2022-01-04,2024-11-10,1041.0,Mid Value
6800,Cheryl Becker,Bronze,MD,6,24772.53,990.9,2022-04-09,2024-07-01,814.0,Mid Value
6668,Jessica Ramos,Gold,IN,13,24747.03,589.21,2022-08-09,2024-10-22,805.0,Mid Value
4727,Robert Patel,Bronze,TX,15,24742.21,515.46,2022-01-02,2024-11-04,1037.0,Mid Value
3249,Andrew Fry,Bronze,PA,10,24740.24,618.51,2022-04-15,2024-08-22,860.0,Mid Value
1351,Daniel Nixon,Bronze,OH,12,24740.1,634.36,2022-05-28,2024-11-18,905.0,Mid Value
8176,Linda Jones,Bronze,AZ,8,24725.52,749.26,2022-05-18,2024-05-14,727.0,Mid Value
5373,Angela Mcpherson,Bronze,MI,12,24710.81,602.7,2022-01-11,2024-04-15,825.0,Mid Value
3614,Matthew Johnston,Bronze,WI,9,24702.53,771.95,2022-05-08,2024-06-13,767.0,Mid Value
1601,Ryan Wright,Platinum,NY,14,24690.93,548.69,2022-01-13,2024-12-20,1072.0,Mid Value
9104,Sarah Stein,Bronze,FL,12,24690.67,548.68,2022-03-23,2024-10-31,953.0,Mid Value
5912,David Johnson,Silver,TX,13,24659.1,573.47,2022-05-14,2024-10-03,873.0,Mid Value
2965,Juan Wall,Silver,NC,13,24648.31,535.83,2022-04-07,2024-10-14,921.0,Mid Value
922,Eric Ballard,Gold,CA,8,24638.54,1071.24,2022-04-10,2023-11-02,571.0,Mid Value
3566,Tyler Hartman,Silver,TX,13,24630.92,631.56,2022-02-04,2024-11-29,1029.0,Mid Value
3928,Lisa Case,Silver,MI,7,24594.35,1069.32,2022-01-18,2024-08-14,939.0,Mid Value
6284,Bethany Tucker,Platinum,AZ,7,24573.28,1535.83,2022-05-12,2024-08-08,819.0,Mid Value
5098,Ralph Brooks,Bronze,MI,9,24572.45,847.33,2022-07-29,2024-07-22,724.0,Mid Value
9716,Timothy Walker,Bronze,GA,10,24544.28,1022.68,2022-01-09,2023-09-06,605.0,Mid Value
7997,Matthew Jimenez,Silver,WA,6,24542.57,1022.61,2022-07-12,2024-07-25,744.0,Mid Value
7998,Gerald Smith,Bronze,MO,10,24509.0,700.26,2022-11-06,2024-10-31,725.0,Mid Value
7488,Edward Johnson,Bronze,NJ,7,24500.67,1361.15,2022-05-15,2024-07-18,795.0,Mid Value
3970,Patricia Graves,Bronze,PA,13,24498.9,569.74,2022-01-02,2024-12-03,1066.0,Mid Value
4582,Chad Wise,Bronze,MO,15,24488.96,445.25,2022-03-01,2024-05-24,815.0,Mid Value
9089,Dustin Mercer,Bronze,VA,12,24483.02,532.24,2022-02-14,2024-08-17,915.0,Mid Value
4053,Roger Miller,Gold,NC,11,24475.85,596.97,2022-01-20,2024-11-10,1025.0,Mid Value
3949,Maria Smith,Silver,MO,8,24465.92,661.24,2022-02-03,2024-03-13,769.0,Mid Value
5412,Nicholas Romero,Gold,FL,11,24396.35,625.55,2023-03-01,2024-11-18,628.0,Mid Value
8502,Penny Ramos,Silver,CA,8,24393.96,813.13,2022-07-27,2024-12-25,882.0,Mid Value
3319,Annette Alexander,Silver,FL,11,24385.4,738.95,2022-04-05,2024-11-30,970.0,Mid Value
9458,Danielle Rodriguez,Gold,MI,8,24382.91,1161.09,2022-06-23,2024-10-22,852.0,Mid Value
3382,Justin Vargas,Bronze,IN,6,24362.45,1107.38,2022-02-08,2024-06-10,853.0,Mid Value
9320,Elizabeth Morrow,Bronze,NY,13,24359.95,529.56,2022-02-25,2024-10-29,977.0,Mid Value
4344,Nicholas Soto,Silver,MI,11,24338.1,624.05,2022-04-17,2024-12-19,977.0,Mid Value
7195,Jasmine Simmons,Silver,TN,9,24331.9,593.46,2022-06-21,2024-10-05,837.0,Mid Value
2500,Emily Williamson,Silver,WI,9,24308.07,639.69,2022-04-24,2024-11-07,928.0,Mid Value
3093,Michael Anderson,Bronze,IL,12,24305.34,656.9,2022-05-15,2024-10-30,899.0,Mid Value
6416,Justin Barrera,Silver,WA,10,24284.32,656.33,2022-01-14,2024-10-31,1021.0,Mid Value
4460,Emily Preston,Bronze,GA,10,24266.99,836.79,2022-02-09,2024-12-15,1040.0,Mid Value
4327,Christine Wilson,Bronze,NC,10,24264.07,970.56,2022-03-12,2024-05-08,788.0,Mid Value
2865,Kayla Nunez,Bronze,WA,12,24261.68,655.72,2022-03-05,2024-09-29,939.0,Mid Value
9688,Henry Gibson,Gold,WA,13,24256.89,551.29,2022-02-08,2024-11-30,1026.0,Mid Value
2240,Kathryn Espinoza,Gold,OH,9,24255.52,836.4,2022-01-02,2024-06-11,891.0,Mid Value
2409,Cynthia Valentine,Silver,NJ,10,24251.5,692.9,2022-02-13,2024-11-14,1005.0,Mid Value
967,Courtney Sandoval,Bronze,WA,10,24219.93,672.78,2022-03-12,2024-11-14,978.0,Mid Value
9045,Jonathan Whitehead,Gold,MA,12,24212.97,672.58,2022-05-01,2024-12-20,964.0,Mid Value
5972,Christine Hill,Bronze,VA,7,24208.54,806.95,2022-03-26,2024-09-02,891.0,Mid Value
4964,Connie Torres,Bronze,CA,12,24166.79,514.19,2022-04-24,2024-11-15,936.0,Mid Value
7655,Jennifer Morrison,Platinum,NJ,10,24166.31,562.01,2022-02-03,2024-12-16,1047.0,Mid Value
8731,Johnny Campbell,Platinum,PA,11,24164.88,653.1,2022-02-13,2024-11-11,1002.0,Mid Value
7450,Daniel Massey,Bronze,OH,11,24159.3,710.57,2022-03-27,2024-12-15,994.0,Mid Value
2872,Kristy Richards,Gold,NJ,9,24147.79,862.42,2022-04-11,2024-10-13,916.0,Mid Value
2414,Sara Kelly,Gold,NC,14,24109.82,512.97,2022-01-10,2024-11-01,1026.0,Mid Value
1374,Lee Crawford,Platinum,GA,5,24106.88,964.28,2023-08-13,2024-05-05,266.0,Mid Value
5145,Brad Powell,Bronze,NY,8,24105.05,1048.05,2022-04-14,2024-12-04,965.0,Mid Value
6330,Tracy Crawford,Silver,IL,10,24103.84,669.55,2022-07-26,2024-10-15,812.0,Mid Value
2159,Adam Stewart,Silver,GA,9,24087.44,802.91,2022-06-25,2024-05-16,691.0,Mid Value
7566,Miranda Flores,Bronze,NY,9,24080.98,860.03,2022-01-07,2024-08-13,949.0,Mid Value
474,Crystal Howard,Silver,OH,11,24064.38,546.92,2022-03-03,2024-10-02,944.0,Mid Value
3734,Jonathan Brown,Gold,FL,7,24061.16,1145.77,2022-03-28,2024-07-10,835.0,Mid Value
5157,Michael Turner,Silver,PA,9,24049.05,728.76,2022-06-05,2024-07-07,763.0,Mid Value
5774,Melissa Thomas,Bronze,TX,14,24047.62,522.77,2022-03-26,2024-11-13,963.0,Mid Value
9573,Richard Flores,Gold,PA,10,24043.9,632.73,2022-01-24,2024-12-28,1069.0,Mid Value
1877,John Chang,Gold,AZ,9,24035.7,858.42,2022-01-26,2023-12-30,703.0,Mid Value
1524,Donna Price,Bronze,IN,8,24034.11,828.76,2022-04-07,2024-09-18,895.0,Mid Value
1853,Julie Wood,Gold,MA,12,24029.15,558.82,2022-02-11,2024-11-28,1021.0,Mid Value
7981,Kevin Callahan,Silver,MD,9,24026.52,828.5,2022-02-12,2024-10-12,973.0,Mid Value
6561,Ashley Moore,Bronze,PA,14,24026.16,546.05,2022-05-18,2024-07-10,784.0,Mid Value
878,Jennifer Pierce,Bronze,CA,8,24022.61,750.71,2022-01-28,2024-09-26,972.0,Mid Value
3161,James Johns,Bronze,CA,13,24011.16,533.58,2022-01-21,2024-12-20,1064.0,Mid Value
7694,Patrick Reynolds,Gold,NJ,5,23988.48,1332.69,2022-10-29,2024-05-10,559.0,Mid Value
