customer_id,first_name,last_name,email,phone,gender,date_of_birth,registration_date,city,state,country,postal_code,loyalty_tier,preferred_channel
2425,Kelly,Estrada,golson@example.com,8678209750,Prefer not to say,1971-01-26,2022-02-03,Lake Sarahberg,TX,US,96552,Bronze,Social Commerce
2426,Amy,Church,kholmes@example.com,71664933111568,Female,1988-08-23,2023-11-12,East Paulberg,TN,US,13527,Platinum,In-Store
2427,April,Long,baldwinkaren@example.com,3238518522,Female,1950-10-03,2023-03-09,Raymondborough,TX,US,91629,Bronze,Mobile App
2428,Patty,Copeland,laurenrobertson@example.com,2489454430,Prefer not to say,1974-04-02,2022-09-18,Kimberlymouth,GA,US,97243,Silver,Mobile App
2429,Tracy,Mora,wongkelly@example.com,,Male,1969-08-20,2024-06-22,Mindyhaven,MA,US,28021,Platinum,Online
2430,Colton,Sanchez,nicolewalker@example.org,0019632057578660,Prefer not to say,,,Port Rebecca,NJ,US,44614,Silver,Online
2431,Andrew,Ball,cpatterson@example.com,0018508852610,Non-binary,1973-05-09,2024-01-11,Michaelborough,NJ,US,18319,Platinum,Mobile App
2432,Paul,Spence,gnelson@example.net,0015417240439684,Male,2003-07-16,2022-02-19,Williamstown,MI,US,9316,Bronze,Online
2433,Andrea,Parks,winterstracy@example.com,153838193927191,Male,1974-05-20,2024-11-29,Hutchinsonberg,TX,US,13126,Bronze,
2434,Robert,Smith,marshallmichael@example.com,00160138086752262,Male,1997-05-29,2024-06-21,Davidhaven,MI,US,81067,Bronze,In-Store
2435,Jeffrey,Dixon,vbrennan@example.net,6775313197,Male,1967-04-07,2023-11-10,East Markfort,IL,US,89153,Silver,Social Commerce
2436,Stephanie,Mcbride,matthew37@example.com,1351918256651639,Prefer not to say,2000-10-16,2023-05-08,South Cody,FL,US,43717,Bronze,Social Commerce
2437,Johnathan,Steele,fjackson@example.net,8412350334,Female,1984-09-29,2022-07-27,Collinsshire,IL,US,55003,Gold,Social Commerce
2438,Megan,Ali,tnguyen@example.net,00144635448218739,Female,1995-09-30,2024-02-17,West Rebecca,NC,US,67361,Bronze,In-Store
2439,Amy,Burns,cramirez@example.com,2318513465,Non-binary,1971-09-20,2023-07-11,Heathershire,TN,US,56708,Silver,In-Store
2440,Hannah,Robinson,smccormick@example.com,81374125383410,Non-binary,1973-11-17,2024-12-21,Wilcoxberg,CA,US,80569,Bronze,Mobile App
2441,Jessica,Madden,yfisher@example.com,620667039336777,,2002-01-14,2024-10-27,North Michelleside,TN,US,33521,Gold,Social Commerce
2442,James,Harrison,currykathleen@example.net,4009340935,Prefer not to say,1954-01-23,2022-10-31,South Jamesberg,NY,US,7445,Bronze,Social Commerce
2443,Jason,Beck,ssanders@example.com,0016517847887978,Female,1955-02-23,2022-09-04,Harveystad,WA,US,61481,Bronze,In-Store
2444,Jackie,Woods,cartercarol@example.com,13462190692395,Non-binary,1997-08-20,2024-07-05,East Kathleen,AZ,US,88399,Silver,Social Commerce
2445,Zachary,Sanders,qweaver@example.net,0017842200326,Prefer not to say,1993-03-07,2023-07-11,North Natalie,TX,US,18826,Platinum,Online
2446,Jose,Davis,benjaminramos@example.com,2135352949576,Non-binary,2005-09-14,2023-10-19,Royland,WA,US,4469,Gold,Mobile App
2447,Amber,Buchanan,karinagarza@example.org,95388687612976,Prefer not to say,1980-03-21,2024-03-10,North Stephanie,OH,US,26212,Silver,Mobile App
2449,Jeremy,Rosales,joyce83@example.net,28969531200859,Prefer not to say,1999-10-27,2022-11-19,Port Anthonyburgh,WA,US,37157,Bronze,Online
2450,Dalton,Byrd,lewisjennifer@example.org,3736313424,Male,1998-07-14,2023-08-08,Martinezhaven,TN,US,75519,Platinum,Online
2451,Rachel,Pitts,emartin@example.com,49432921017274,Male,1972-12-21,2024-05-10,Patriciafort,MD,US,44683,Silver,Social Commerce
2452,Tracey,Dennis,asutton@example.org,8327404961,Prefer not to say,2004-06-28,2024-03-06,New Randyburgh,IN,US,63602,Bronze,In-Store
2453,Christopher,Bell,haysleslie@example.net,19689623785,Non-binary,1977-08-15,2022-10-17,Lake Nicolemouth,GA,US,16619,Silver,In-Store
2454,Gregory,Johnston,melissarios@example.net,4769707002,Non-binary,1984-01-13,2022-08-30,Hamptonview,AZ,US,40620,Silver,
2455,Matthew,Ramos,stacy00@example.org,13878806465949,Female,1982-01-18,2022-06-18,Carolynhaven,GA,US,64276,Bronze,Online
2456,Heidi,Guzman,hollysmith@example.net,0015229686870,Female,2002-01-02,2023-08-18,Nathanfort,TN,US,70139,Bronze,Mobile App
2457,Micheal,Garrison,timothy65@example.org,3925464308,Female,1971-08-26,2023-10-27,East Glen,MA,US,60858,Silver,Online
2458,Nathan,Green,franklong@example.org,0014508945573149,Non-binary,1979-08-10,2024-06-27,Thompsonview,IN,US,64898,Bronze,Social Commerce
2459,Samuel,Smith,lindarasmussen@example.org,51080245886417,Female,1995-10-10,2023-07-04,Morrisonbury,IN,US,99572,Silver,Social Commerce
2460,Laura,Cannon,williamramsey@example.net,3689838689825,Prefer not to say,1976-06-05,2022-12-05,New Monica,NJ,US,57344,Bronze,Online
2461,Tammy,Garcia,vbailey@example.org,9505799378,Male,1975-08-18,2022-01-17,Deanshire,PA,US,79620,Bronze,In-Store
2462,Alexandra,Bennett,sandra96@example.org,1833842995086722,Male,1989-04-11,2024-03-21,New Christopher,FL,US,7916,Bronze,Online
2463,Shannon,Alexander,idrake@example.com,6398718190597,Male,1985-07-01,2022-07-07,East Antonio,FL,US,28751,Bronze,Mobile App
2464,Heather,Ramirez,qmoore@example.org,31063324877365,Prefer not to say,1994-10-30,2022-08-01,New Amandachester,OH,US,99367,Bronze,Social Commerce
2465,Phillip,Lewis,andrew35@example.com,4478639857,Female,,2022-12-18,Austinmouth,IL,US,18834,Platinum,Mobile App
2467,Karla,Adkins,jennifer75@example.com,3452364996,Male,1952-12-02,2022-06-19,Portershire,NY,US,79825,Bronze,Social Commerce
2468,Cynthia,Bryant,eugenewolfe@example.com,21593300270275,Non-binary,1994-05-10,2024-05-04,Ballardfort,WA,US,91317,Silver,Online
2469,Samuel,Hart,princedaniel@example.com,4862901681,Prefer not to say,1984-09-13,2024-10-21,Petersontown,NJ,US,7665,Bronze,In-Store
2470,Anthony,Carr,tapiamichael@example.com,0018397224455,Non-binary,1958-09-18,2022-02-13,East Hunter,VA,US,13072,Bronze,In-Store
2471,Kevin,Kaufman,joshua13@example.net,001399751769933038,Female,1973-07-25,2023-09-05,Silvashire,WI,US,5952,Bronze,In-Store
2472,Timothy,Bailey,tharper@example.org,6632611287,Prefer not to say,1981-02-02,2022-09-11,North Shawnborough,IL,US,3760,Bronze,Social Commerce
2473,Gloria,Lane,marissathomas@example.com,228478999962893,,1950-07-02,2022-06-10,Brianberg,AZ,US,10294,Bronze,In-Store
2474,Wayne,Williams,jlin@example.org,00171961260485896,Prefer not to say,1991-12-11,2022-04-08,New Teresaview,FL,US,2526,Gold,
2476,Anthony,Hartman,bassphilip@example.org,0015447615012,Female,1988-11-20,2022-07-09,South Ralphstad,MO,US,49803,Bronze,Online
2478,Kyle,Adams,khernandez@example.net,3352219609,Male,1975-09-17,2024-03-11,South Roberto,FL,US,36151,Silver,Mobile App
2479,Tyler,Blankenship,jacob32@example.org,9199026623,Male,1951-04-23,2022-11-01,Lake Sarah,FL,US,14796,Silver,In-Store
2480,Kirsten,Vaughan,adrianescobar@example.net,5146523780,Prefer not to say,1983-05-06,2022-08-05,Robinsonborough,FL,US,97206,Silver,Social Commerce
2481,Nicole,Robertson,cynthia56@example.com,78656805800058,Prefer not to say,1967-04-21,2022-09-29,West Taylorstad,IN,US,7465,Platinum,Online
2482,Roberta,Castaneda,jeffrey85@example.com,13186077949,Female,1951-10-05,2024-06-18,West Elizabethville,MO,US,39162,Bronze,In-Store
2483,Joseph,Russell,johnny71@example.org,7656626668,Female,1950-05-27,2023-08-23,Elizabethbury,MD,US,83573,Bronze,
2485,William,Collins,foxphilip@example.com,32878363580533,Male,1999-09-29,,Lake Jamesborough,IL,US,45787,Bronze,Mobile App
2486,Ryan,Ochoa,kmosley@example.com,347934479372239,Prefer not to say,1954-06-25,2023-11-03,Joneschester,OH,US,73582,Bronze,Online
2487,Ethan,Jackson,elizabeth84@example.net,6139574087,Male,1994-12-25,2022-12-02,Anthonymouth,VA,US,26100,Bronze,Mobile App
2488,Chelsea,Hernandez,fgarcia@example.com,757379906183442,Male,1989-04-09,,New Benjaminmouth,IN,US,34671,Silver,Online
2489,Matthew,Miller,keithwood@example.org,363648401617064,Non-binary,1950-04-17,2022-03-27,Markbury,FL,US,65021,Silver,In-Store
2490,Hannah,Bailey,andrewfuentes@example.com,19148616415733,Female,1984-05-01,2023-06-28,Adrianland,TX,US,26926,Gold,Mobile App
2491,Joseph,Soto,smithadam@example.org,0017573145149,Male,1967-10-29,2022-06-15,Brandistad,OH,US,43347,Bronze,Mobile App
2492,Amanda,Lopez,ymathews@example.net,6725966180,Female,1969-11-25,2023-08-12,South Mariaport,AZ,US,69898,Bronze,Online
2493,Donald,Mcdonald,tiffanypearson@example.org,12902704644503,Non-binary,1975-02-12,2022-08-29,Powersview,NY,US,47374,Silver,In-Store
2494,Jennifer,Martinez,huntmary@example.com,9304027632,Female,1992-12-19,2023-05-07,East Kimberly,OH,US,29596,Gold,In-Store
2495,Marissa,Austin,brian32@example.net,80579047353522,Female,2001-02-19,2023-10-27,Brittanyton,TN,US,45586,Gold,
2496,Michelle,Ali,xoneal@example.com,2132599642606,Female,1996-03-18,2024-10-20,Mooreview,MA,US,1952,Bronze,Social Commerce
2497,Jackie,Davis,dannyphelps@example.com,6192913656,Female,1993-07-23,2024-12-12,Lake Michael,TX,US,38319,Bronze,
2498,Nicole,Thompson,williamsdavid@example.net,0015227384357,,1991-11-15,2024-03-22,Michaelside,IN,US,74587,Silver,Social Commerce
2499,Gary,Nguyen,framirez@example.com,7943977565,Prefer not to say,1956-02-07,,New Meghan,IN,US,67752,Silver,In-Store
2500,Emily,Williamson,wanda38@example.org,576565703101221,Prefer not to say,1973-11-20,2022-02-17,Kellyborough,WI,US,84518,Silver,Online
2501,Kimberly,Glover,charlesmitchell@example.net,5548574988,Male,,2024-12-23,New Heather,WI,US,47951,Silver,Mobile App
2502,Edward,Dillon,barryvincent@example.com,0012358215173466,Non-binary,1974-05-18,2023-01-30,Lake Jonathan,MO,US,13871,Silver,In-Store
2503,Sydney,Alvarez,robert10@example.net,5107302212,Prefer not to say,1952-08-26,2024-04-29,Danielville,MI,US,55226,Silver,
2504,Caitlyn,Walker,erickelly@example.com,3426263262,Prefer not to say,1980-01-02,2024-06-17,Luisfort,CA,US,14447,Gold,Mobile App
2505,Matthew,Johnson,david96@example.com,13775880115,Prefer not to say,1989-06-10,2022-12-09,South Amanda,NJ,US,24906,Bronze,Social Commerce
2506,James,Thompson,wlee@example.com,990533693105719,Prefer not to say,1994-07-27,2023-04-08,East Jacqueline,AZ,US,13633,Bronze,
2508,Alexis,Salazar,fhicks@example.net,00155037867969999,Prefer not to say,1980-10-29,2023-06-23,Lake Ashleyside,MA,US,89890,Bronze,Online
2509,Steve,Price,jimmyhopkins@example.net,0018005241551758,Female,1953-12-02,2023-10-06,Clarkborough,IN,US,27069,Bronze,In-Store
2510,Gabriel,Wells,williambriggs@example.net,46638685843116,Non-binary,1968-03-15,2024-12-10,Lake Emilyfurt,AZ,US,46970,Silver,In-Store
2511,Michelle,Webster,jaclyn47@example.org,12655431055771,Prefer not to say,1983-06-17,2022-04-17,Lake Kendramouth,FL,US,43825,Silver,In-Store
2512,Ashley,Williams,amy97@example.net,,Prefer not to say,1954-09-10,2024-05-26,West Mikayla,TX,US,39743,Bronze,Mobile App
2513,James,Valenzuela,corybradley@example.com,2123586062,Female,1959-07-18,2023-10-24,Lake Josephshire,TX,US,94946,Bronze,Mobile App
2514,Jessica,Clayton,stewartlauren@example.com,00161440508501347,Non-binary,1964-01-08,2023-10-07,Stoutchester,MO,US,33879,Bronze,Social Commerce
2515,Charles,White,iturner@example.com,0014436924539604,Prefer not to say,1959-10-12,2024-03-29,New Stephaniemouth,TX,US,37617,Bronze,Social Commerce
2516,Jean,Hill,emily96@example.net,145247682091881,Non-binary,1972-09-06,2024-01-03,Kristafurt,IL,US,51593,Silver,Social Commerce
2517,David,Green,kimberlyherrera@example.net,70230979096351,Female,1987-02-18,2023-12-31,South Matthewborough,MI,US,31399,Platinum,Mobile App
2518,David,Brown,paula37@example.net,70856043775872,Prefer not to say,1999-04-17,2024-01-06,Millerberg,NJ,US,5151,Silver,Online
2519,Gail,Morris,jeremysmith@example.org,869564741331151,Male,1997-06-30,2022-12-04,Valerieport,WA,US,21195,Gold,In-Store
2520,Donald,Douglas,christopherturner@example.org,3997034913,Non-binary,1976-06-16,2023-04-12,Davidsonborough,VA,US,93494,Bronze,Social Commerce
2521,Nicholas,Crawford,richardbarnes@example.net,5514452282,Prefer not to say,1992-05-21,2024-03-16,Gloriaport,PA,US,67546,Bronze,In-Store
2522,Donna,Hardy,kfarmer@example.org,,Female,1956-09-06,2024-06-24,Caitlinchester,WI,US,47069,Silver,In-Store
2523,Teresa,Bryant,yolandawalker@example.org,3974064064,Male,2004-03-24,2023-01-04,Lake Sierra,NJ,US,97242,Gold,Online
2524,Danielle,Morris,moorejose@example.com,330675016327034,Female,1981-06-20,2022-08-28,Port Allenstad,MI,US,16933,Bronze,Online
2525,Omar,Jacobs,aharris@example.com,5728126454,Non-binary,1969-06-02,2023-11-05,Barnesfort,MA,US,80612,Gold,Mobile App
2526,Stephanie,Mendoza,peter26@example.net,363901333279882,Non-binary,1961-01-30,2022-07-26,East Daniellechester,PA,US,87832,Bronze,Online
2527,Michelle,Martinez,mjones@example.com,15186514756160,Prefer not to say,1991-08-31,2024-09-25,Theresaberg,CA,US,52710,Silver,Online
2528,Anthony,Barnes,maryarellano@example.com,0018563141096,Female,1966-02-01,2023-02-19,Christinaborough,CA,US,21213,Gold,Online
2529,Jessica,Ashley,crose@example.net,250469030347112,Female,1971-09-05,2024-10-18,Lewisberg,WI,US,31218,Platinum,In-Store
2530,Morgan,Garrett,danielle51@example.net,1429520722303358,Prefer not to say,1959-08-28,2023-04-05,New Amber,MD,US,89072,Gold,In-Store
2532,Lorraine,Sanchez,waltersjennifer@example.org,8967651444,Prefer not to say,1970-06-06,2023-09-04,Nelsontown,FL,US,53314,Silver,Online
2533,Eric,Johnson,parkererica@example.net,134939198720298,Non-binary,1951-10-31,2024-12-18,North Katherine,IN,US,68359,Bronze,Social Commerce
2534,Joseph,Weeks,brendakey@example.org,0012817179633,Prefer not to say,1987-11-04,2022-01-06,South Karenview,WA,US,75403,Silver,Social Commerce
2535,Susan,Brown,justin27@example.org,0013298802844,Prefer not to say,1994-09-03,2024-02-28,Lake Nicholasborough,NJ,US,90135,Gold,Mobile App
2536,Suzanne,Lamb,mariah88@example.com,2637238137,Non-binary,1952-05-11,2023-01-30,Josephport,NC,US,10522,Silver,Online
2537,Benjamin,Alvarez,gregoryfarrell@example.com,15417525838516,,1984-06-25,2023-02-19,Holmesville,MD,US,54419,Bronze,In-Store
2538,Justin,Frank,gjenkins@example.com,71332901029158,Male,1970-07-03,,New Michaelland,MO,US,16326,Silver,Online
2539,Margaret,Brown,patrick23@example.net,2353968289014,Prefer not to say,1951-09-13,2023-07-15,Lake John,AZ,US,56704,Silver,Social Commerce
2540,Jeremy,Miller,zmontoya@example.org,6719689278,Male,1979-11-13,2023-07-12,Mullenside,IL,US,10555,Bronze,Social Commerce
2541,Melissa,Gonzalez,kylecaldwell@example.com,00140531047308028,Prefer not to say,1985-06-03,2023-01-30,North Janet,TN,US,91890,Silver,Online
2542,Kenneth,Dixon,crystal14@example.net,,Female,1963-08-18,2023-09-01,North Joshua,NY,US,39241,Bronze,Online
2543,Kyle,Bradley,dwayne59@example.com,5495001976,Non-binary,1991-07-11,2022-01-26,Michaelton,IL,US,34359,Gold,
2544,Dalton,Cox,gonzalezbradley@example.org,8666170616684,Prefer not to say,1968-02-28,2024-02-13,Port Danielle,NY,US,4558,Silver,Social Commerce
2545,Sarah,Boyd,alyssatate@example.org,718969692344405,Prefer not to say,1979-10-03,2022-09-02,Port Sandra,MA,US,65835,Bronze,Online
2546,Katelyn,Jackson,kimberlyortiz@example.org,,Female,1984-09-28,2023-07-10,Hernandezshire,PA,US,10250,Silver,In-Store
2547,Ricky,Clements,breanna41@example.com,00152391901706686,Prefer not to say,1995-08-13,2023-03-20,North Heidi,MO,US,48082,Bronze,Social Commerce
2548,Kristin,Johnston,william40@example.com,80577126565641,Prefer not to say,,2024-06-20,Pricemouth,NJ,US,12969,Bronze,Online
2549,Matthew,Mejia,maddoxlynn@example.org,5707180589,Male,1963-08-01,2023-11-02,Henryshire,NC,US,24849,Bronze,In-Store
2550,Linda,Henson,michaelsavage@example.org,2768150335984,Non-binary,1960-09-05,2024-05-10,New Ryanhaven,IL,US,97550,Silver,Online
2551,Stephanie,Walton,james22@example.net,15782532101339,Male,1969-12-24,2022-05-09,West Adrianbury,GA,US,64724,Silver,Online
2552,Sarah,Golden,angela90@example.org,20576502578709,Non-binary,1981-02-21,2023-11-04,East Evelynmouth,PA,US,96898,Silver,Online
2553,Carolyn,Smith,mlee@example.org,001899818386488362,Prefer not to say,1988-12-08,2022-04-22,South Jackiefurt,TX,US,58837,Silver,Online
2554,Emily,Alvarez,gibsonjenna@example.com,7966942691,Female,1988-04-11,2022-07-30,Buckleyside,WI,US,96038,Bronze,Social Commerce
2555,Christopher,Fields,vaughnjonathan@example.org,,Prefer not to say,1980-12-02,2022-01-24,Goodwinfort,MD,US,5147,Bronze,Social Commerce
2556,Michael,Sparks,vmorgan@example.org,762244818886789,Prefer not to say,1955-10-15,2024-04-27,East Paigeville,IL,US,76129,Silver,Mobile App
2557,James,Murray,tmccall@example.org,32061349843828,Non-binary,2002-11-30,2024-11-02,West Peterport,FL,US,62728,Bronze,
2558,Amanda,Mcdaniel,laurapittman@example.org,2625733089,Non-binary,1963-01-01,2024-08-27,Lucasport,IL,US,41118,Gold,Mobile App
2559,Randy,Porter,tamarawhite@example.org,00120995496861773,Non-binary,1958-03-15,2022-08-29,New Christineshire,TN,US,80564,Silver,Online
2560,Danielle,Mata,randy61@example.com,8994511035,Prefer not to say,1982-07-10,2023-05-24,Timothyfurt,VA,US,17932,Gold,In-Store
2561,Casey,Krause,thomasanthony@example.com,001595250004441566,Non-binary,1969-10-08,2022-10-24,Jessicaburgh,TN,US,65627,Bronze,Mobile App
2563,Philip,Figueroa,qlopez@example.org,7488932377,Female,1966-02-14,2024-07-14,Alvarezview,VA,US,49769,Gold,In-Store
2564,Paul,Gardner,mariahramirez@example.com,842768988077574,Non-binary,1962-03-11,2022-06-19,Ericamouth,CA,US,72478,Gold,In-Store
2565,Nathan,Underwood,christopher92@example.com,7793346829,Prefer not to say,1958-07-25,2024-06-27,Reedburgh,MO,US,87929,Gold,In-Store
2566,Adrienne,Hester,markmiller@example.com,98683414487774,Male,1992-05-24,2023-11-13,New Sean,IL,US,95011,Bronze,In-Store
2567,Chris,Novak,leealexandria@example.com,001427279606888674,Non-binary,1982-08-20,2024-09-23,Ginatown,NJ,US,87621,Gold,Social Commerce
2569,Michele,Joseph,courtneyshaw@example.com,13089686514660,Prefer not to say,2003-03-03,2023-06-23,Port Katiestad,IN,US,74775,Bronze,In-Store
2570,Joel,Perry,rodriguezphyllis@example.net,752926412465529,Female,1995-06-22,2022-08-05,Churchborough,CA,US,42072,Silver,Social Commerce
2571,Danny,Daniels,adamvelasquez@example.org,2112318002149,Male,1956-07-30,2024-12-18,Scottmouth,MO,US,44130,Bronze,Social Commerce
2572,Michael,Cohen,kellybrewer@example.org,15238913218,Prefer not to say,1975-05-01,2023-02-23,Carpenterview,IN,US,82247,Bronze,Mobile App
2573,Zachary,Howard,warrenpeter@example.net,001573929758456271,Female,1960-02-18,2024-10-09,Lake Douglasport,MO,US,51930,Bronze,Online
2574,Melinda,Fox,anne90@example.net,2668094783,Prefer not to say,1995-12-23,2022-04-06,Port Ronald,NJ,US,53648,Silver,Mobile App
2575,Jennifer,Rivera,rthompson@example.com,001546231284209274,Female,1997-02-26,2024-08-05,Lake Christopherberg,NY,US,5489,Silver,Mobile App
2576,Hunter,Walton,diana28@example.com,8367840541,Male,1969-01-24,2024-12-16,East Tracy,MI,US,661,Bronze,In-Store
2577,Katie,Heath,xjimenez@example.org,16005322607347,Male,1978-06-25,2024-04-28,South Taylor,WA,US,34132,Bronze,In-Store
2578,Nicole,Collins,wendy31@example.org,8239385437,Female,1970-03-17,2022-05-23,North Julie,NJ,US,72326,Bronze,In-Store
2579,Matthew,Thompson,rmcclure@example.com,17967822431212,Male,1952-11-14,2022-07-06,Lake Christina,NC,US,90851,Gold,In-Store
2580,Jamie,Woods,adamsdavid@example.com,6069707792445,Male,1953-04-05,2022-04-10,Destinymouth,AZ,US,9597,Bronze,Mobile App
2581,Dakota,Franco,lindsey68@example.com,8105242645,Non-binary,1966-10-27,2022-05-20,Tammyhaven,WA,US,38081,Bronze,Online
2582,Nathan,Lewis,aguirrelauren@example.org,4589587263,Female,1968-07-26,2024-03-21,Austinburgh,MI,US,64841,Bronze,Online
2583,Cynthia,Obrien,htorres@example.net,9235872880,Non-binary,1971-06-06,2024-02-26,Daughertyport,TN,US,75095,Bronze,Online
2584,Tamara,Williams,beth90@example.net,,Non-binary,1976-10-10,2024-02-12,New Lorraineview,AZ,US,29419,Bronze,Mobile App
2586,Billy,Wiggins,davidbrown@example.org,2202893956,Male,1996-11-09,2024-04-11,Rogerland,TN,US,59088,Silver,
2587,Darren,Sweeney,mitchellmichelle@example.org,8757991173906,Prefer not to say,1991-05-27,2022-02-12,Lake Richardhaven,IL,US,83022,Bronze,Mobile App
2588,Jessica,Diaz,lmaxwell@example.com,7162035024,Prefer not to say,2000-01-26,,Shortborough,FL,US,17100,Silver,Social Commerce
2589,Judy,Mueller,fitzpatrickheather@example.com,8418694564,Prefer not to say,1972-08-27,2024-08-18,Owensview,MI,US,54467,Bronze,Mobile App
2590,Christina,Hurley,gabriel84@example.org,6009137437,Prefer not to say,1963-01-09,2024-05-23,North Katherinebury,OH,US,67038,Gold,Mobile App
2591,Lisa,Lee,dylanboone@example.net,1783637622334501,Non-binary,1958-05-01,2022-02-20,South Troystad,NJ,US,61032,Gold,Mobile App
2592,Amber,Fisher,smiller@example.net,4006591186,,1950-07-17,2022-05-02,Franklinbury,IL,US,82178,Bronze,In-Store
2593,Jason,Blevins,william91@example.com,7262963155,Non-binary,1966-10-02,2023-12-11,New Timothyfort,NC,US,44864,Platinum,In-Store
2594,Steven,Garcia,danielhickman@example.org,00128233708444685,Prefer not to say,1964-10-11,2023-02-23,Lake Amber,WI,US,32555,Silver,In-Store
2595,William,Espinoza,melissa84@example.org,15329645701773,Prefer not to say,1962-04-04,2024-02-23,North Brandonstad,TN,US,25744,Gold,Mobile App
2596,Richard,Reed,emiller@example.net,7108826277,Female,1956-12-22,2023-09-19,South Heatherport,VA,US,15682,Platinum,
2597,William,Jensen,xsmith@example.com,81168289210758,Female,1980-11-22,2022-08-08,West Anna,NJ,US,31624,Gold,In-Store
2598,Andrew,Snyder,vanessavazquez@example.org,8493289691,Male,2000-08-20,2022-09-08,Floresfurt,VA,US,71996,Gold,Online
2599,Ryan,Wright,donna96@example.com,1522706992558300,Non-binary,1951-05-06,2022-04-19,Lake Jacquelineside,CA,US,60796,Silver,Social Commerce
2600,Micheal,Sims,jonathanroberts@example.org,00190848534883192,Male,1961-01-14,2024-09-29,Singletonmouth,WI,US,66833,Bronze,Mobile App
2601,Krista,Roberts,raguilar@example.net,9289181671,Non-binary,1960-06-09,2024-07-20,North Adamport,GA,US,6197,Bronze,Mobile App
2602,Greg,Brandt,bwiggins@example.org,24527417918480,Prefer not to say,1991-06-08,2023-01-04,Port Alexisland,OH,US,30341,Silver,In-Store
2603,John,Bass,jenniferhill@example.net,0013047011392,Non-binary,1953-08-13,2023-10-20,New Edwardfort,FL,US,19802,Silver,Online
2604,Joseph,Wright,spage@example.com,71894689158336,Male,1995-06-27,2022-06-25,Tonyton,VA,US,83015,Gold,Online
2606,Amy,Jones,rpowell@example.net,0018168992770,Non-binary,1989-03-31,2022-09-12,Stephenport,MA,US,71152,Bronze,Online
2607,Jessica,Watson,uramos@example.net,4765738007506,Prefer not to say,1980-11-04,2023-10-25,Port Thomas,MI,US,29858,Bronze,In-Store
2608,Ashlee,Ramirez,hayley26@example.com,17866570738,Female,1951-09-10,2024-12-06,Smithstad,TX,US,20870,Gold,Mobile App
2609,Christopher,Stevens,derekwright@example.org,175877892880229,Male,1950-11-17,2023-06-26,Sandersborough,PA,US,7730,Platinum,In-Store
2610,William,Medina,colsen@example.com,16916906231543,Female,1983-11-15,2024-07-25,New Margaretport,FL,US,60024,Platinum,Online
2611,Aaron,Gardner,amber67@example.org,5726498596,Male,1968-01-27,2023-09-18,South Nathaniel,IN,US,95429,Platinum,Online
2612,Michele,Booker,damon26@example.com,2403896287,Female,1992-10-26,2024-04-13,East Melanie,TN,US,49284,Silver,In-Store
2613,Nancy,Sanders,rbrown@example.net,4872171045,Female,1980-12-25,2023-01-15,Patrickhaven,TX,US,80224,Silver,Social Commerce
2614,Andrea,Barnett,hernandezchristian@example.org,13963050346,Male,1992-06-26,2022-01-28,Youngland,TN,US,63739,Silver,Mobile App
2615,Rachel,Scott,ramirezmary@example.com,,Female,1987-06-14,2024-12-23,Kevinland,WI,US,24525,Bronze,In-Store
2616,Susan,Villarreal,michael16@example.com,00189165663036338,Non-binary,1966-06-29,2024-11-24,Cookton,GA,US,59018,Silver,Social Commerce
2617,Sharon,Green,harry50@example.org,0018168536470,Male,1989-05-10,2024-11-13,Richardfort,NJ,US,64129,Bronze,In-Store
2618,William,Garcia,josephparker@example.com,5447864915,Male,,2024-10-03,New Andreview,PA,US,26235,Bronze,Mobile App
2619,Tabitha,Navarro,bassjoshua@example.com,4929946513,Non-binary,2000-05-28,2023-08-07,North Austinshire,WA,US,14094,Silver,Social Commerce
2620,Michelle,Patterson,tiffany38@example.com,001570598192050916,Non-binary,1991-03-13,2024-05-01,Lake John,FL,US,51754,Bronze,Online
2621,David,Aguilar,dennistran@example.com,81149249128300,Female,1972-07-09,2024-04-30,Port Amanda,TN,US,67653,Platinum,Social Commerce
2622,Jason,Mclean,josephwilson@example.com,0019173761960,Non-binary,1990-08-19,2024-12-10,South Donaldberg,NJ,US,31584,Silver,In-Store
2623,Jeremy,Bird,annette33@example.com,4156356287,Male,2005-07-29,2023-08-01,Helentown,IL,US,36239,Bronze,Social Commerce
2624,Jennifer,Osborn,andrewsdale@example.com,1671868289821824,Male,1979-11-12,2022-05-27,Port Samantha,GA,US,52953,Silver,In-Store
2626,Jason,Hunt,moorejohn@example.com,328978475904474,Male,,2024-10-25,Collinsview,GA,US,35740,Gold,In-Store
2627,Christian,Cooper,elizabeth06@example.net,725332932444834,Non-binary,1955-12-02,2024-07-07,Luistown,IN,US,99262,Silver,Online
2628,Andrea,Terry,zwebb@example.com,82841570662501,Non-binary,1980-07-31,2023-11-22,North Kevin,NY,US,86927,Gold,Online
2629,Marissa,Wallace,greenmichelle@example.net,22478492615283,Female,1955-12-31,2022-06-12,Dunnton,MI,US,73858,Bronze,Social Commerce
2630,Melissa,Hicks,hardydanielle@example.org,16884220925210,Non-binary,1984-09-22,2023-11-04,Lake Michael,NC,US,34478,Platinum,
2631,Travis,Miller,blairtracy@example.net,4994025100,Prefer not to say,1971-02-15,2023-09-28,Harperberg,MD,US,47833,Silver,Online
2632,Mary,Armstrong,masonsalazar@example.net,,Male,1951-10-06,2023-09-19,Sarahburgh,PA,US,57020,Platinum,In-Store
